Added,Playtime,Platform,Genres,Stores,Tag,Esrb_rating
1328,2,3,Adventure,3,Multiplayer,No age info
1327,0,1,Simulation,1,exclusive,No age info
1327,4,4,Strategy,6,VR,No age info
1326,3,5,Indie,4,Steam Achievements,No age info
1325,1,2,Adventure,1,Great Soundtrack,No age info
1325,1,6,Adventure,4,Third Person,No age info
1324,1,1,Adventure,1,Multiplayer,No age info
1324,0,1,Action,2,exclusive,No age info
1322,1,2,Shooter,2,Steam Achievements,No age info
1321,9,3,Action,4,Atmospheric,No age info
1321,3,2,Action,3,Steam Achievements,No age info
1321,1,5,Shooter,5,Steam Achievements,No age info
1317,2,1,Fighting,1,Multiplayer,No age info
1316,1,1,Indie,1,Steam Achievements,No age info
1315,9,6,RPG,3,RPG,Teen
1314,46,4,Arcade,1,Multiplayer,Teen
1314,5,3,Card,2,Steam Achievements,Teen
1314,6,3,Adventure,4,Hack and Slash,Teen
1311,3,5,Simulation,4,Steam Achievements,Teen
1308,1,1,Shooter,1,no tag,Teen
1306,4,3,Simulation,1,Steam Achievements,Teen
1306,5,3,Action,4,Multiplayer,Teen
1305,1,1,Arcade,2,Multiplayer,Teen
1305,4,1,Massively Multiplayer,1,Multiplayer,Teen
1305,3,3,Shooter,3,Steam Achievements,Teen
1303,2,1,Racing,2,Multiplayer,Teen
1301,1,4,Arcade,4,Steam Achievements,Teen
1299,1,3,Simulation,3,Steam Achievements,Teen
1299,4,5,Adventure,4,Steam Achievements,Teen
1299,3,3,Casual,1,Steam Achievements,Teen
1299,4,2,Strategy,1,Steam Achievements,Teen
1299,2,6,RPG,4,Steam Achievements,Teen
1299,5,3,Racing,4,Multiplayer,Teen
1299,9,2,Arcade,3,Physics,Teen
1298,5,6,Adventure,6,Steam Achievements,Teen
1297,3,4,Indie,6,Steam Achievements,Teen
1295,3,5,Action,4,Steam Achievements,Teen
1295,3,5,Indie,4,Steam Achievements,Teen
1293,1,3,Adventure,2,First-Person,Teen
1292,4,2,Indie,3,Steam Achievements,Teen
1292,3,7,Adventure,7,Steam Achievements,Teen
1291,4,1,Strategy,1,Steam Achievements,Teen
1291,1,1,Action,2,Multiplayer,Teen
1291,1,2,Shooter,2,Steam Achievements,Teen
1289,0,5,RPG,5,RPG,Teen
1289,3,6,Adventure,2,Steam Achievements,Teen
1288,0,2,Strategy,0,exclusive,Teen
1287,1,4,Action,3,Horror,Teen
1285,5,3,Adventure,2,Steam Achievements,Teen
1285,4,4,Arcade,3,Multiplayer,Teen
1285,3,4,Action,3,Steam Achievements,Teen
1284,5,3,Indie,2,Multiplayer,Teen
1284,4,4,Racing,2,Multiplayer,Teen
1284,4,1,RPG,1,Steam Achievements,Teen
1283,6,2,RPG,2,Steam Achievements,No age info
1283,1,1,Action,1,Multiplayer,No age info
1283,2,4,Casual,3,Steam Achievements,No age info
1282,11,5,Adventure,3,Full controller support,No age info
1281,5,7,Adventure,6,Steam Achievements,No age info
1280,17,3,RPG,3,RPG,No age info
1279,4,4,RPG,5,Steam Achievements,No age info
1279,1,4,Strategy,2,Steam Achievements,No age info
1278,4,1,Adventure,1,Steam Achievements,No age info
1278,0,1,Action,1,exclusive,No age info
1276,1,3,Adventure,1,Atmospheric,No age info
1275,1,7,Arcade,6,Steam Achievements,No age info
1274,3,5,Fighting,4,Steam Achievements,No age info
1273,3,5,Platformer,2,Steam Achievements,No age info
1273,6,3,RPG,4,Steam Achievements,No age info
1272,4,2,Casual,1,Funny,No age info
1272,5,7,Adventure,7,Steam Achievements,No age info
1270,0,2,Action,2,Survival,No age info
1269,4,4,Indie,5,Steam Achievements,No age info
1268,5,4,Indie,2,Steam Achievements,No age info
1267,9,5,Strategy,4,Full controller support,No age info
1267,2,3,Action,1,Multiplayer,No age info
1267,2,2,Massively Multiplayer,1,Multiplayer,No age info
1267,0,1,no genre,1,exclusive,No age info
1265,0,1,Action,1,exclusive,No age info
1264,3,6,Action,5,Full controller support,No age info
1264,2,3,Indie,2,Steam Achievements,No age info
1264,1,4,Action,4,Multiplayer,No age info
1264,3,7,Platformer,6,Steam Achievements,No age info
1262,1,2,Casual,1,Point & Click,No age info
1261,1,1,Strategy,1,Sci-fi,No age info
1261,2,8,Action,7,Steam Achievements,No age info
1260,5,3,Adventure,4,Steam Achievements,No age info
1260,4,3,Strategy,2,Steam Achievements,No age info
1260,2,6,Indie,5,Steam Achievements,No age info
1260,3,4,Puzzle,4,Atmospheric,No age info
1259,7,1,RPG,1,no tag,No age info
1258,3,3,Fighting,2,Steam Achievements,No age info
1257,1,3,Racing,4,Steam Achievements,No age info
1257,4,5,Strategy,5,Multiplayer,No age info
1257,1,4,Adventure,3,Steam Achievements,No age info
1256,3,4,RPG,2,Steam Achievements,No age info
1256,3,3,Strategy,2,Steam Achievements,No age info
1255,4,8,Puzzle,7,Steam Achievements,No age info
1255,3,5,Adventure,5,Steam Achievements,No age info
1254,329,3,Action,3,Steam Achievements,No age info
1253,5,3,Shooter,3,cooperative,No age info
1252,2,4,Indie,5,Steam Achievements,No age info
1252,1,1,Simulation,2,Multiplayer,No age info
1250,1,3,Action,2,Partial Controller Support,No age info
1249,2,1,Racing,1,Multiplayer,No age info
1249,3,2,Casual,1,no tag,No age info
1249,1,3,Adventure,1,Multiplayer,No age info
1248,4,8,RPG,7,Steam Achievements,No age info
1248,8,4,Indie,3,Steam Achievements,No age info
1247,0,4,RPG,3,Open World,No age info
1247,3,5,Indie,5,Full controller support,No age info
1246,1,1,Action,1,Multiplayer,No age info
1246,1,1,Action,2,Multiplayer,No age info
1246,3,5,Action,4,Steam Achievements,No age info
1245,3,4,Casual,4,Steam Achievements,No age info
1243,1,1,Action,0,MOBA,No age info
1243,4,6,Simulation,6,Steam Achievements,No age info
1243,2,3,Action,4,Multiplayer,No age info
1242,2,3,Strategy,1,Steam Achievements,No age info
1242,2,6,Family,5,Steam Achievements,No age info
1242,3,5,Strategy,4,Steam Achievements,No age info
1241,3,5,Action,4,Steam Achievements,No age info
1240,2,1,Strategy,1,Steam Achievements,No age info
1240,3,5,Strategy,5,Steam Achievements,No age info
1239,1,4,Sports,3,Steam Achievements,No age info
1239,3,4,Action,4,Steam Achievements,No age info
1238,1,2,Indie,1,Steam Achievements,No age info
1237,2,1,Action,3,cooperative,No age info
1237,1,2,Action,1,Steam Achievements,No age info
1236,4,3,Adventure,4,Steam Achievements,No age info
1235,1,1,Strategy,1,Multiplayer,No age info
1235,2,4,Massively Multiplayer,4,Steam Achievements,No age info
1234,0,1,Shooter,1,no tag,No age info
1234,2,3,Simulation,1,Steam Achievements,No age info
1234,3,1,no genre,1,Steam Achievements,Everyone 10+
1232,18,2,Simulation,2,Steam Achievements,Everyone 10+
1232,1,5,Adventure,1,no tag,Everyone 10+
1232,1,1,no genre,1,Multiplayer,Everyone 10+
1231,5,3,Adventure,3,Steam Achievements,Everyone 10+
1231,6,6,Adventure,5,Steam Achievements,Everyone 10+
1230,2,5,Indie,5,Steam Achievements,Everyone 10+
1229,4,3,RPG,2,Steam Achievements,Everyone 10+
1229,1,1,Sports,1,Steam Achievements,Everyone 10+
1228,1,1,Action,0,Multiplayer,Everyone 10+
1228,3,4,Adventure,4,Steam Achievements,Everyone 10+
1226,5,5,RPG,4,Steam Achievements,Everyone 10+
1225,2,2,Action,3,Steam Achievements,Everyone 10+
1225,3,3,Indie,1,Steam Achievements,Everyone 10+
1225,3,2,Action,1,Steam Achievements,Everyone 10+
1224,1,1,Indie,1,Free to Play,Everyone 10+
1224,0,1,Adventure,1,no tag,Everyone 10+
1223,0,3,Action,1,Stealth,Everyone 10+
1221,4,3,Action,3,Open World,Everyone 10+
1221,3,3,Simulation,1,Multiplayer,Everyone 10+
1221,4,3,Strategy,2,Full controller support,Everyone 10+
1220,1,1,Action,1,Full controller support,Everyone 10+
1220,3,3,Fighting,3,Multiplayer,Everyone 10+
1219,3,5,Adventure,4,Steam Achievements,Everyone 10+
1218,1,4,Puzzle,3,Steam Achievements,Everyone 10+
1218,5,3,Adventure,3,Story,Everyone 10+
1217,0,3,Action,2,no tag,Everyone 10+
1216,6,6,Simulation,5,Steam Achievements,Everyone 10+
1216,3,1,RPG,1,Steam Achievements,Everyone 10+
1216,3,7,Educational,5,Steam Achievements,Everyone 10+
1215,3,3,Casual,4,Steam Achievements,Everyone 10+
1215,3,5,Indie,3,Steam Achievements,Everyone 10+
1212,2,3,Action,1,Steam Achievements,Everyone 10+
1212,4,7,Arcade,5,Great Soundtrack,Everyone 10+
1211,5,4,Indie,6,Partial Controller Support,Everyone 10+
1211,1,1,Action,1,Multiplayer,Everyone 10+
1211,2,2,Strategy,1,Multiplayer,Everyone 10+
1210,7,2,Strategy,2,Steam Achievements,Everyone 10+
1209,9,2,RPG,3,Steam Achievements,Everyone 10+
1209,2,1,Indie,1,Steam Achievements,Everyone 10+
1207,1,3,Adventure,2,Fantasy,Teen
1207,1,3,Indie,1,Steam Achievements,Teen
1205,4,3,Action,2,Multiplayer,Teen
1205,1,2,Shooter,1,Multiplayer,Teen
1205,1,3,Adventure,1,no tag,Teen
1203,5,3,Adventure,3,Steam Achievements,Teen
1202,1,2,Action,3,Multiplayer,Teen
1199,11,1,Shooter,1,exclusive,Teen
1198,1,2,Indie,1,Steam Achievements,Teen
1197,13,1,Racing,1,Multiplayer,Teen
1194,2,3,Shooter,2,Steam Achievements,Teen
1194,4,3,Simulation,4,Steam Achievements,Teen
1191,1,2,Indie,1,Multiplayer,Teen
1191,3,4,Adventure,5,Steam Achievements,Teen
1191,2,4,Indie,5,Multiplayer,Teen
1190,4,4,Adventure,6,Steam Achievements,Teen
1190,2,1,Strategy,1,Multiplayer,Teen
1190,5,1,Massively Multiplayer,2,Steam Achievements,Teen
1190,3,6,Indie,6,Steam Achievements,Teen
1188,4,2,Action,1,no tag,Teen
1188,1,3,Shooter,2,Multiplayer,Mature
1188,15,2,Strategy,1,Multiplayer,Mature
1187,1,4,Adventure,2,Multiplayer,Mature
1187,3,2,Massively Multiplayer,1,Multiplayer,Mature
1186,3,1,Action,2,Multiplayer,Mature
1185,0,1,Adventure,1,role-playing,Mature
1185,0,3,Shooter,3,Multiplayer,Mature
1184,10,3,RPG,1,Multiplayer,Mature
1184,3,6,Action,6,Steam Achievements,Mature
1182,5,3,Racing,4,Multiplayer,Mature
1182,3,3,Action,3,Story,Mature
1181,1,1,RPG,2,Atmospheric,Mature
1180,3,1,Adventure,1,steam-trading-cards,Mature
1178,1,5,Action,6,Great Soundtrack,Mature
1178,4,2,Arcade,1,Metroidvania,Mature
1176,0,2,Sports,2,Multiplayer,Mature
1176,3,3,Indie,1,Steam Achievements,Mature
1175,3,5,Adventure,5,Steam Achievements,Mature
1173,3,5,Action,7,Multiplayer,Mature
1171,1,3,Indie,2,RPG,Mature
1171,5,5,Strategy,5,Steam Achievements,Everyone 10+
1171,2,6,Adventure,5,Steam Achievements,Everyone 10+
1168,4,3,Adventure,3,Steam Achievements,Everyone 10+
1165,1,3,Massively Multiplayer,1,Steam Achievements,Everyone 10+
1163,1,2,Casual,3,Steam Achievements,Everyone 10+
1162,10,4,Action,6,Multiplayer,Everyone 10+
1162,1,4,Strategy,1,Multiplayer,Everyone 10+
1161,4,3,Arcade,3,Steam Achievements,Everyone 10+
1160,3,3,Adventure,1,no tag,Everyone 10+
1160,1,3,Action,2,2D,Everyone 10+
1160,4,2,Indie,2,Steam Achievements,Everyone 10+
1159,1,3,Action,3,Multiplayer,Everyone 10+
1158,1,1,Indie,1,Steam Achievements,Everyone 10+
1158,1,3,Action,2,Atmospheric,Everyone 10+
1157,1,1,Simulation,1,Online multiplayer,Everyone 10+
1157,20,5,Racing,3,Multiplayer,Everyone 10+
1156,5,5,Action,5,Steam Achievements,Everyone 10+
1156,1,6,Racing,5,Multiplayer,Everyone 10+
1155,3,4,Action,3,Steam Achievements,Everyone 10+
1155,3,5,Arcade,4,Sci-fi,Everyone 10+
1154,5,1,Strategy,1,Steam Achievements,Teen
1154,3,2,Action,3,Multiplayer,Teen
1154,3,6,Adventure,5,Steam Achievements,Teen
1154,1,8,Sports,7,Steam Achievements,Teen
1153,1,3,Indie,2,Atmospheric,Teen
1152,1,3,Action,1,Steam Achievements,Teen
1152,2,4,Adventure,6,Steam Achievements,Teen
1152,2,1,Massively Multiplayer,1,Multiplayer,Teen
1151,2,6,Strategy,5,Steam Achievements,Teen
1150,3,6,Educational,6,Steam Achievements,Teen
1149,3,6,RPG,5,RPG,Teen
1149,6,5,Adventure,6,Steam Achievements,Teen
1148,4,1,Simulation,1,Steam Achievements,Teen
1148,4,6,Action,6,Steam Achievements,Teen
1146,6,3,Shooter,4,Multiplayer,Teen
1146,3,6,RPG,6,Steam Achievements,Teen
1145,0,2,Racing,1,Multiplayer,Teen
1145,3,5,Adventure,3,Steam Achievements,Teen
1144,4,3,Adventure,2,Steam Achievements,Teen
1144,1,2,RPG,1,Sci-fi,Teen
1144,3,1,Strategy,2,Steam Achievements,Teen
1143,7,5,Adventure,7,Full controller support,Teen
1143,0,3,Action,0,Atmospheric,Teen
1143,2,2,Strategy,2,Multiplayer,Teen
1143,3,6,Adventure,5,Steam Achievements,Teen
1142,12,4,Indie,4,Steam Achievements,Teen
1142,4,3,RPG,5,RPG,Teen
1142,19,4,Action,3,no tag,Teen
1142,1,3,Action,2,Full controller support,Teen
1141,1,3,Action,2,Steam Achievements,Teen
1141,4,4,Adventure,3,Steam Achievements,Teen
1140,3,4,Casual,1,steam-trading-cards,Teen
1139,23,5,Adventure,3,Steam Achievements,Teen
1138,5,3,RPG,3,Steam Achievements,Teen
1136,4,2,Action,1,Steam Achievements,Teen
1135,0,1,Racing,1,Multiplayer,Teen
1135,2,2,Adventure,2,fun,Teen
1135,3,1,Adventure,1,Steam Achievements,Teen
1134,3,4,Casual,2,Steam Achievements,Teen
1133,5,4,Massively Multiplayer,4,Steam Achievements,Teen
1133,2,5,Casual,3,Steam Achievements,Everyone 10+
1132,1,4,Adventure,2,Atmospheric,Everyone 10+
1132,3,6,Strategy,8,Steam Achievements,Everyone 10+
1132,4,6,Platformer,5,Co-op,Everyone 10+
1131,1,3,Sports,3,Multiplayer,Everyone 10+
1131,3,6,Indie,5,Steam Achievements,Everyone 10+
1131,4,3,Action,3,Steam Achievements,Everyone 10+
1129,0,1,Arcade,1,exclusive,Everyone 10+
1128,3,3,Action,3,Steam Achievements,Everyone 10+
1128,4,2,Strategy,2,Steam Achievements,Everyone 10+
1128,1,5,Indie,4,Steam Achievements,Everyone 10+
1127,5,4,Adventure,6,Steam Cloud,Everyone 10+
1125,0,3,Action,3,Multiplayer,Everyone 10+
1125,4,2,Indie,1,Multiplayer,Everyone 10+
1125,7,4,Platformer,5,Steam Achievements,Everyone 10+
1123,1,1,Strategy,1,Multiplayer,Everyone 10+
1123,3,4,Racing,3,Multiplayer,Everyone 10+
1122,6,3,Shooter,1,Multiplayer,Everyone 10+
1122,8,4,Adventure,4,Steam Achievements,Everyone 10+
1122,5,8,Action,6,Steam Achievements,Everyone 10+
1119,1,1,Indie,1,Multiplayer,No age info
1118,7,4,Sports,4,Multiplayer,No age info
1118,6,1,Adventure,1,Multiplayer,No age info
1118,5,6,Action,6,Steam Achievements,No age info
1116,2,4,Action,2,Steam Achievements,No age info
1116,1,4,Action,4,Multiplayer,No age info
1113,7,7,Action,7,Steam Achievements,No age info
1113,2,1,Action,1,RPG,No age info
1113,0,1,no genre,1,exclusive,No age info
1112,2,3,Adventure,3,Multiplayer,No age info
1109,1,1,Simulation,1,Steam Cloud,No age info
1109,1,1,Adventure,2,Atmospheric,No age info
1108,1,3,Indie,2,Atmospheric,No age info
1107,0,5,Sports,1,stats,No age info
1107,1,1,Adventure,1,Multiplayer,No age info
1107,3,2,Board Games,2,Steam Achievements,No age info
1107,1,2,RPG,2,Steam Achievements,No age info
1107,4,4,Indie,3,Steam Achievements,No age info
1106,4,5,Indie,3,Steam Achievements,No age info
1106,4,6,Indie,5,Steam Achievements,No age info
1105,6,4,Adventure,5,Steam Achievements,No age info
1105,6,1,Arcade,1,Multiplayer,No age info
1105,1,2,Casual,1,exclusive,No age info
1105,4,1,Massively Multiplayer,1,Multiplayer,No age info
1104,3,1,RPG,1,steam-trading-cards,No age info
1104,1,1,Strategy,1,Multiplayer,No age info
1104,4,5,Action,4,Steam Achievements,No age info
1103,4,4,Indie,2,Steam Achievements,No age info
1103,2,3,Strategy,1,Steam Achievements,No age info
1102,5,2,Indie,2,Steam Achievements,No age info
1102,4,3,Action,1,Multiplayer,No age info
1101,1,2,Strategy,1,Steam Achievements,No age info
1101,4,3,RPG,3,Steam Achievements,No age info
1100,1,3,Casual,3,Steam Achievements,No age info
1099,5,1,Strategy,1,Steam Achievements,No age info
1098,3,4,Adventure,2,Steam Achievements,No age info
1098,1,3,Indie,1,Steam Achievements,No age info
1098,1,6,Simulation,4,Steam Achievements,No age info
1098,1,1,Action,1,exclusive,No age info
1097,3,6,Indie,6,Steam Achievements,No age info
1097,5,7,Arcade,7,Multiplayer,No age info
1096,1,3,Racing,3,Multiplayer,No age info
1095,0,4,Sports,4,Multiplayer,No age info
1095,4,4,Indie,4,Steam Achievements,No age info
1094,5,6,Educational,2,2D,No age info
1093,1,1,Sports,1,Steam Achievements,No age info
1092,2,2,Shooter,2,Atmospheric,No age info
1092,3,1,Adventure,1,Steam Achievements,No age info
1092,2,1,Adventure,1,Steam Achievements,No age info
1091,2,4,Indie,5,Full controller support,No age info
1091,4,4,Adventure,3,Steam Achievements,No age info
1091,3,2,Casual,2,Steam Achievements,No age info
1090,4,2,Action,3,Steam Achievements,No age info
1090,4,3,Fighting,3,Steam Achievements,No age info
1090,2,5,Adventure,5,Steam Achievements,No age info
1089,3,5,Casual,3,Steam Achievements,No age info
1089,5,3,Action,4,Steam Achievements,No age info
1087,1,4,RPG,1,Atmospheric,No age info
1085,1,3,Strategy,1,Steam Achievements,No age info
1083,3,3,Simulation,3,Steam Achievements,No age info
1083,2,2,Indie,2,steam-trading-cards,No age info
1082,5,1,Indie,1,steam-trading-cards,No age info
1081,3,1,Casual,1,Steam Achievements,No age info
1081,1,3,Adventure,1,Steam Achievements,No age info
1080,1,2,Action,2,Steam Achievements,No age info
1080,1,3,Indie,2,Steam Achievements,No age info
1080,3,1,Strategy,1,Steam Achievements,No age info
1079,1,1,Indie,1,Steam Achievements,No age info
1078,1,7,Casual,6,Steam Achievements,No age info
1076,28,1,Platformer,1,console,No age info
1076,3,1,Indie,1,Steam Achievements,No age info
1076,3,4,Action,2,Steam Achievements,No age info
1075,3,2,Action,3,Steam Achievements,No age info
1073,3,1,Casual,1,Steam Achievements,No age info
1073,3,2,Indie,1,Steam Achievements,No age info
1073,3,4,Action,6,Multiplayer,No age info
1070,1,1,Action,1,Multiplayer,No age info
1070,7,3,Strategy,2,Steam Achievements,No age info
1070,1,1,Simulation,1,Multiplayer,No age info
1069,5,3,RPG,3,Steam Achievements,No age info
1069,6,7,Indie,5,Steam Achievements,Teen
1068,1,1,Strategy,1,Multiplayer,Teen
1066,1,1,Strategy,1,Steam Achievements,Teen
1065,3,4,Indie,2,Steam Achievements,Teen
1064,1,1,Action,1,Atmospheric,Teen
1064,2,5,Action,3,Steam Achievements,Teen
1063,1,3,RPG,2,Sci-fi,Teen
1062,1,6,Indie,5,Atmospheric,Teen
1062,5,2,Casual,3,Steam Achievements,Teen
1061,0,3,Action,3,Multiplayer,Teen
1060,3,3,Action,2,Steam Achievements,Teen
1059,3,2,Strategy,3,Multiplayer,Teen
1059,3,6,Indie,4,Steam Achievements,Teen
1058,2,1,Strategy,2,Steam Achievements,Teen
1058,1,3,Adventure,3,Atmospheric,Teen
1057,1,1,Action,2,Multiplayer,Teen
1057,8,7,Family,7,Steam Achievements,Teen
1056,1,3,RPG,3,Steam Achievements,Teen
1055,3,3,Strategy,4,Steam Achievements,Teen
1055,5,3,Adventure,4,Steam Achievements,Teen
1054,3,4,Indie,6,Steam Achievements,Mature
1052,1,1,Action,1,Steam Achievements,Mature
1052,3,2,Action,2,Steam Achievements,Mature
1052,0,4,Adventure,4,First-Person,Mature
1051,4,3,RPG,1,steam-trading-cards,Mature
1051,1,2,Strategy,2,Multiplayer,Mature
1050,3,4,Sports,2,Multiplayer,Mature
1050,5,4,Action,4,RPG,Mature
1050,4,5,Simulation,3,Steam Achievements,Mature
1049,7,3,Simulation,3,Steam Achievements,Mature
1048,0,8,Shooter,2,First-Person,Mature
1048,7,8,RPG,7,Steam Achievements,Mature
1047,3,3,Shooter,3,Sandbox,Mature
1047,1,4,Adventure,0,no tag,Mature
1047,27,2,Fighting,2,Multiplayer,Mature
1046,2,3,Simulation,3,Sandbox,Mature
1046,4,8,Adventure,5,Multiplayer,Mature
1045,1,8,Action,8,Steam Achievements,Mature
1045,1,3,Indie,1,Steam Cloud,Mature
1042,30,1,Platformer,1,Multiplayer,Mature
1042,1,3,Indie,1,Atmospheric,Teen
1042,3,1,RPG,1,Steam Achievements,Teen
1042,1,1,Casual,1,Multiplayer,Teen
1042,3,2,Indie,1,Steam Achievements,Teen
1042,3,6,Action,6,Steam Achievements,Teen
1042,1,1,Adventure,1,Stealth,Teen
1041,3,7,Adventure,5,steam-trading-cards,Teen
1041,2,3,Fighting,3,Steam Achievements,Teen
1041,4,6,Strategy,4,Steam Achievements,Teen
1040,1,4,Indie,2,Steam Achievements,Teen
1040,1,3,Strategy,4,Multiplayer,Teen
1039,2,6,Platformer,5,Steam Achievements,Teen
1038,4,2,RPG,2,Steam Achievements,Teen
1038,1,2,Indie,2,Steam Achievements,Teen
1037,1,4,Adventure,2,Atmospheric,Teen
1037,2,6,Indie,5,Steam Achievements,Teen
1036,3,6,Simulation,5,Steam Achievements,Teen
1035,3,5,Action,5,Steam Achievements,Teen
1034,3,6,Indie,7,Steam Achievements,Teen
1033,1,4,Action,2,Steam Achievements,Teen
1032,6,2,Simulation,1,Steam Achievements,Everyone
1032,9,1,RPG,1,Multiplayer,Everyone
1032,1,3,Shooter,4,Multiplayer,Everyone
1032,5,7,Puzzle,6,Steam Achievements,Everyone
1030,2,2,Indie,1,steam-trading-cards,Everyone
1030,1,3,Action,3,Multiplayer,Everyone
1029,7,3,Action,3,Steam Achievements,Everyone
1028,5,1,Strategy,2,Steam Achievements,Everyone
1027,1,3,Indie,2,Comic Book,Everyone
1027,5,6,RPG,5,Steam Achievements,Everyone
1026,4,6,Strategy,4,Steam Achievements,Everyone
1026,4,2,RPG,1,Steam Achievements,Everyone
1026,1,4,Adventure,4,Atmospheric,Everyone
1024,6,1,Strategy,2,Steam Achievements,Everyone
1024,1,3,Fighting,3,Steam Achievements,Everyone
1023,18,1,Strategy,3,Multiplayer,Everyone
1023,2,5,Simulation,5,Steam Achievements,Everyone
1022,1,5,Adventure,3,no tag,Everyone
1022,4,7,Action,6,Steam Achievements,Everyone
1021,10,4,Family,5,Steam Achievements,Everyone
1021,1,3,Indie,1,Steam Achievements,Mature
1021,4,3,Strategy,2,Multiplayer,Mature
1021,22,6,Adventure,5,Story,Mature
1021,4,5,Adventure,4,Steam Achievements,Mature
1020,5,2,Indie,1,Steam Achievements,Mature
1018,4,4,Strategy,4,Steam Achievements,Mature
1018,1,2,Shooter,2,Steam Achievements,Mature
1017,3,3,Action,3,Multiplayer,Mature
1017,3,6,Indie,7,Steam Achievements,Mature
1016,5,3,RPG,4,Steam Achievements,Mature
1016,1,1,Shooter,2,First-Person,Mature
1015,6,5,Puzzle,3,Steam Achievements,Mature
1015,1,1,Action,1,RPG,Mature
1015,3,2,Simulation,3,Atmospheric,Mature
1015,4,5,Arcade,3,Steam Achievements,Mature
1014,3,4,Strategy,2,Steam Achievements,Mature
1014,4,3,Indie,1,Steam Achievements,Mature
1014,3,1,Indie,1,Steam Achievements,Mature
1014,1,1,RPG,2,Multiplayer,Mature
1014,5,1,Strategy,1,Steam Achievements,Mature
1013,3,5,Adventure,4,steam-trading-cards,Adults Only
1012,1,4,Strategy,4,Steam Achievements,Adults Only
1012,1,3,Indie,1,Steam Achievements,Adults Only
1011,4,3,Simulation,3,Steam Achievements,Adults Only
1009,12,3,Action,1,Steam Achievements,Adults Only
1009,4,2,Indie,2,Steam Achievements,Adults Only
1007,2,1,Simulation,1,Steam Achievements,Adults Only
1007,3,2,Action,2,Steam Achievements,Adults Only
1006,4,5,RPG,4,Steam Achievements,Adults Only
1005,12,1,Platformer,1,no tag,Adults Only
1005,1,3,Shooter,1,Multiplayer,Adults Only
1005,3,3,Simulation,1,steam-trading-cards,Adults Only
1003,2,3,Board Games,2,Steam Achievements,Adults Only
1003,4,7,Indie,5,Steam Achievements,Adults Only
1002,14,3,RPG,3,Steam Achievements,Adults Only
1002,6,2,Action,1,Zombies,Adults Only
1002,5,1,Strategy,3,Steam Achievements,Adults Only
1001,1,1,no genre,1,Cyberpunk,Adults Only
1001,0,1,Action,1,exclusive,Adults Only
1001,0,3,Shooter,3,bundle,Adults Only
1001,3,5,Board Games,5,Steam Achievements,No age info
1000,2,1,Casual,1,Full controller support,No age info
1000,5,6,Indie,5,Steam Achievements,No age info
999,6,3,Racing,3,Steam Achievements,No age info
999,0,2,Strategy,0,Sci-fi,No age info
998,2,7,Indie,7,Atmospheric,No age info
998,0,1,Action,1,Atmospheric,No age info
997,0,1,no genre,1,2D,No age info
996,1,1,Indie,1,Steam Achievements,No age info
996,2,2,Adventure,1,Steam Achievements,No age info
995,2,2,Adventure,1,Steam Achievements,No age info
994,2,5,Action,6,Steam Achievements,No age info
994,2,5,Simulation,2,Steam Achievements,No age info
994,2,5,Adventure,5,Steam Achievements,No age info
993,1,1,Indie,1,Steam Achievements,No age info
993,11,1,Strategy,2,Multiplayer,No age info
992,7,5,Adventure,5,Open World,No age info
992,0,1,Strategy,1,exclusive,No age info
991,1,1,Adventure,1,Steam Achievements,No age info
991,4,3,Adventure,4,Steam Achievements,No age info
990,1,1,Shooter,1,Steam Achievements,Everyone
989,3,3,Action,1,Steam Achievements,Everyone
989,3,4,Adventure,0,Steam Achievements,Everyone
988,3,8,Puzzle,7,Steam Achievements,Everyone
988,28,1,Action,1,Dark,Everyone
988,1,3,Platformer,2,Steam Achievements,Everyone
988,4,4,Indie,3,Steam Achievements,Everyone
987,0,1,Action,1,exclusive,Everyone
985,4,4,Indie,4,Full controller support,Everyone
985,7,1,Action,1,Steam Achievements,Everyone
985,7,6,Simulation,6,Steam Achievements,Everyone
984,3,6,Indie,6,Steam Achievements,Everyone
984,3,1,Indie,2,Full controller support,Everyone
983,5,1,Simulation,1,Steam Achievements,Everyone
983,2,6,Indie,6,Steam Achievements,Everyone
982,1,3,Adventure,3,Multiplayer,Everyone
982,2,3,Sports,3,Steam Achievements,Everyone
981,1,4,Shooter,4,Atmospheric,Everyone
979,1,3,Indie,1,Steam Achievements,Everyone
979,2,7,Indie,8,2D,Everyone
978,1,2,Indie,1,Full controller support,Teen
978,4,4,Adventure,2,Steam Achievements,Teen
977,3,1,RPG,2,Multiplayer,Teen
977,1,4,Action,2,Classic,Teen
977,1,2,Adventure,3,Steam Cloud,Teen
976,7,4,Action,4,RPG,Teen
976,3,4,Shooter,5,Steam Achievements,Teen
975,2,1,Action,3,Full controller support,Teen
975,3,3,Indie,2,Steam Achievements,Teen
975,2,6,Action,7,Steam Achievements,Teen
974,129,2,RPG,0,Multiplayer,Teen
974,4,1,Strategy,2,steam-trading-cards,Teen
974,3,3,Action,3,Steam Achievements,Teen
973,5,5,Adventure,2,Steam Achievements,Teen
973,3,4,Indie,4,Steam Achievements,Teen
972,4,3,Action,1,Steam Achievements,Teen
972,4,1,Action,1,steam-trading-cards,Teen
972,1,3,Action,3,Steam Achievements,Teen
971,4,4,Family,5,Steam Achievements,Teen
971,1,5,Arcade,3,Multiplayer,Teen
