Added,Playtime,Platform,Genres,Stores,Tag,Esrb_rating
209,1,1,Action,1,Steam Achievements,Teen
209,1,4,Puzzle,2,Steam Achievements,Teen
209,1,1,Action,1,RTS,Teen
209,1,1,Indie,1,Steam Achievements,Teen
209,2,2,Indie,1,Steam Achievements,Teen
209,3,4,Action,2,steam-trading-cards,Teen
209,4,2,Massively Multiplayer,1,Steam Achievements,Teen
209,1,1,Adventure,1,Atmospheric,Teen
209,4,4,Simulation,3,Steam Achievements,Teen
209,13,2,RPG,2,Steam Achievements,Teen
208,3,1,Casual,1,Multiplayer,Teen
208,1,1,Casual,1,Multiplayer,Teen
208,3,3,Simulation,3,Multiplayer,Teen
208,0,1,Arcade,1,console,Teen
208,2,1,Indie,1,Steam Achievements,Teen
208,1,3,Action,1,Steam Achievements,Teen
208,5,5,Adventure,4,Atmospheric,Teen
208,6,2,Action,2,Steam Achievements,Teen
208,4,1,Action,1,Steam Achievements,No age info
208,1,4,Indie,2,Steam Achievements,No age info
208,1,1,Adventure,1,Multiplayer,No age info
208,0,1,RPG,0,no tag,No age info
208,0,2,Strategy,0,exclusive,No age info
208,2,1,Racing,1,Multiplayer,No age info
208,1,2,Shooter,1,no tag,No age info
208,1,1,Simulation,1,Steam Cloud,No age info
208,1,4,Strategy,3,First-Person,No age info
208,1,2,Racing,2,Steam Achievements,No age info
208,1,1,Action,1,First-Person,No age info
208,1,1,Puzzle,2,Horror,No age info
208,1,1,Massively Multiplayer,1,Multiplayer,No age info
208,4,3,Adventure,1,Steam Achievements,No age info
208,1,1,Indie,1,Steam Achievements,No age info
208,1,3,Indie,1,Bullet Hell,No age info
208,8,8,Strategy,6,Steam Achievements,No age info
208,1,5,Action,5,Steam Achievements,No age info
208,0,2,Sports,1,Multiplayer,No age info
208,0,1,Action,1,Dark,No age info
208,9,6,Adventure,4,Steam Achievements,No age info
207,7,3,Simulation,3,Steam Achievements,No age info
207,4,8,Indie,7,Steam Achievements,No age info
207,4,4,Arcade,4,Steam Achievements,No age info
207,0,4,Arcade,0,Multiplayer,No age info
207,1,2,RPG,1,RPG,No age info
207,2,2,Indie,1,Steam Cloud,No age info
207,1,1,Casual,1,Match 3,No age info
207,1,1,Indie,1,Steam Achievements,No age info
207,1,2,Adventure,1,Steam Achievements,No age info
207,2,6,Indie,4,Steam Achievements,No age info
207,1,1,Casual,1,Steam Achievements,No age info
207,1,1,Action,1,Partial Controller Support,No age info
207,4,2,Adventure,2,Steam Achievements,No age info
207,4,5,Adventure,3,Steam Achievements,No age info
207,3,3,Casual,1,Steam Achievements,No age info
207,4,3,Adventure,1,Steam Achievements,No age info
207,0,2,Arcade,2,party,No age info
207,0,1,Adventure,1,city,No age info
207,0,3,Action,2,Story,No age info
207,1,2,Sports,2,Multiplayer,No age info
206,0,1,Adventure,1,Multiplayer,No age info
206,0,1,Platformer,1,exclusive,No age info
206,1,1,Simulation,1,Steam Achievements,No age info
206,3,3,Arcade,1,Stealth,No age info
206,0,2,Adventure,1,Horror,No age info
206,1,3,Arcade,2,Multiplayer,No age info
206,1,1,Casual,1,Hidden Object,No age info
206,9,1,Simulation,1,Multiplayer,No age info
206,4,4,Action,2,Steam Achievements,No age info
206,1,1,Simulation,1,Steam Achievements,No age info
206,3,5,Casual,3,Steam Achievements,No age info
206,4,2,Indie,2,Steam Achievements,No age info
206,2,1,Indie,1,Steam Achievements,No age info
206,1,1,Casual,1,Multiplayer,No age info
206,1,1,Action,1,Steam Achievements,No age info
206,2,3,Adventure,2,Great Soundtrack,No age info
206,0,2,Shooter,1,War,No age info
206,3,8,Action,6,Steam Achievements,No age info
206,2,4,Casual,5,Steam Achievements,No age info
206,4,4,Adventure,3,Steam Achievements,No age info
205,1,2,Simulation,3,Steam Achievements,No age info
205,3,4,Casual,5,Steam Achievements,No age info
205,8,3,Action,2,Multiplayer,No age info
205,1,1,Puzzle,2,Multiplayer,No age info
205,3,3,Simulation,3,Multiplayer,No age info
205,1,1,Action,1,Multiplayer,No age info
205,5,4,Action,4,steam-trading-cards,No age info
205,1,2,Indie,1,Steam Achievements,No age info
205,2,1,Action,1,steam-trading-cards,No age info
205,1,3,Action,1,Partial Controller Support,No age info
205,1,1,Strategy,2,Multiplayer,No age info
205,3,1,Adventure,1,steam-trading-cards,No age info
205,3,1,Strategy,2,Multiplayer,No age info
205,3,2,Simulation,2,Steam Achievements,No age info
205,1,4,Platformer,5,Multiplayer,No age info
205,0,1,no genre,1,exclusive,No age info
205,1,5,Arcade,3,Steam Cloud,No age info
205,0,1,Shooter,2,Sci-fi,No age info
205,6,6,Casual,4,Steam Achievements,No age info
204,2,3,Strategy,2,no tag,No age info
204,5,3,RPG,3,Steam Achievements,No age info
204,3,2,Massively Multiplayer,1,Partial Controller Support,No age info
204,1,5,Action,4,Great Soundtrack,No age info
204,1,4,Action,5,Multiplayer,No age info
204,3,1,Action,1,no tag,No age info
204,7,1,RPG,0,Multiplayer,No age info
204,0,1,Strategy,0,no tag,No age info
204,1,1,Sports,1,Multiplayer,No age info
204,0,2,Shooter,1,hero,No age info
204,4,1,Indie,1,steam-trading-cards,No age info
204,1,1,Action,1,Steam Achievements,No age info
204,1,1,Strategy,1,no tag,No age info
204,2,1,Puzzle,2,steam-trading-cards,No age info
204,3,1,Action,1,steam-trading-cards,No age info
204,3,3,Indie,1,Steam Achievements,No age info
204,2,3,Shooter,2,Multiplayer,No age info
204,3,3,Action,3,Steam Achievements,No age info
203,1,1,Massively Multiplayer,1,Multiplayer,No age info
203,1,1,Indie,1,no tag,No age info
203,0,3,RPG,0,Multiplayer,No age info
203,1,1,Shooter,0,no tag,No age info
203,0,2,Action,1,no tag,No age info
203,1,1,Casual,1,Point & Click,No age info
203,1,1,Action,1,Steam Achievements,No age info
203,1,1,Simulation,1,Steam Achievements,No age info
203,1,3,Action,1,Multiplayer,No age info
203,1,3,RPG,2,Steam Achievements,No age info
203,1,1,RPG,1,Multiplayer,No age info
203,4,1,Action,1,Steam Achievements,No age info
203,4,3,Sports,1,Steam Achievements,No age info
203,2,1,Sports,1,Steam Achievements,No age info
203,3,2,Indie,2,Steam Achievements,No age info
203,0,3,Adventure,2,Dark,No age info
203,0,1,Sports,1,exclusive,No age info
203,1,4,Strategy,4,Multiplayer,No age info
203,5,2,Action,2,Steam Achievements,No age info
202,0,1,no genre,1,party,No age info
202,1,3,Indie,1,Steam Achievements,No age info
202,0,3,Adventure,3,Visual Novel,No age info
202,5,3,Adventure,2,Steam Achievements,No age info
202,3,2,Action,2,Steam Achievements,No age info
202,0,3,Action,1,Ninja,No age info
202,0,1,Action,1,exclusive,No age info
202,0,1,RPG,1,role-playing,No age info
202,2,1,Adventure,1,Point & Click,No age info
202,2,2,Indie,1,Steam Achievements,No age info
202,4,3,Adventure,1,Steam Achievements,No age info
202,1,1,Strategy,1,Steam Cloud,No age info
202,5,3,Casual,2,Steam Achievements,No age info
202,4,3,Indie,1,steam-trading-cards,No age info
202,3,2,Simulation,4,Steam Achievements,No age info
202,3,3,Simulation,1,Steam Achievements,No age info
202,1,2,RPG,1,Steam Achievements,No age info
202,1,4,Racing,4,Steam Achievements,No age info
202,0,1,Adventure,1,friends,No age info
202,0,3,Adventure,2,VR,No age info
201,2,4,RPG,6,Steam Achievements,No age info
201,1,1,Casual,1,Steam Achievements,No age info
201,3,3,Strategy,4,RPG,No age info
201,2,4,Indie,3,Atmospheric,No age info
201,3,1,Strategy,2,Steam Achievements,No age info
201,0,4,Strategy,0,RTS,No age info
201,2,2,Racing,1,Steam Achievements,No age info
201,1,2,Indie,1,Steam Cloud,No age info
201,2,4,Action,3,Full controller support,No age info
201,2,2,Strategy,0,no tag,No age info
201,1,3,Action,1,no tag,No age info
201,1,2,Massively Multiplayer,1,Steam Achievements,No age info
201,1,2,Adventure,2,Classic,No age info
201,2,1,Casual,1,Steam Cloud,No age info
201,4,1,Adventure,1,steam-trading-cards,No age info
201,1,3,Action,2,Steam Achievements,No age info
201,4,1,Adventure,1,Steam Achievements,No age info
201,1,2,Adventure,1,Free to Play,No age info
201,5,3,RPG,1,Steam Achievements,No age info
201,4,2,Sports,2,steam-trading-cards,No age info
201,1,1,Indie,1,Steam Achievements,No age info
201,7,1,Adventure,2,steam-trading-cards,No age info
201,4,7,Casual,5,Steam Achievements,No age info
201,42,2,RPG,3,Steam Achievements,No age info
200,5,4,Adventure,2,no tag,No age info
200,1,1,Adventure,1,Great Soundtrack,No age info
200,2,2,Action,2,Steam Achievements,No age info
200,0,2,RPG,0,no tag,No age info
200,5,1,Massively Multiplayer,0,no tag,No age info
200,1,1,Action,1,Atmospheric,No age info
200,2,1,Sports,1,exclusive,No age info
200,1,1,Indie,1,Shoot 'Em Up,No age info
200,1,2,RPG,1,Steam Cloud,No age info
200,1,1,Indie,1,Steam Achievements,No age info
200,4,5,Casual,3,Steam Achievements,No age info
200,4,3,Casual,1,Steam Achievements,No age info
200,4,3,Indie,1,Steam Achievements,No age info
200,2,2,Adventure,1,Point & Click,No age info
200,5,3,Casual,1,Steam Achievements,No age info
200,4,2,Casual,2,Steam Achievements,No age info
200,4,3,Action,1,Steam Achievements,No age info
200,4,1,Casual,1,steam-trading-cards,No age info
200,5,1,Simulation,1,Steam Achievements,No age info
200,1,3,Puzzle,3,puzzles,Teen
200,2,4,Simulation,3,Steam Achievements,Teen
200,3,7,Strategy,5,Steam Achievements,Teen
199,3,2,Indie,2,Steam Cloud,Teen
199,3,4,RPG,3,RPG,Teen
199,2,5,Action,4,RPG,Teen
199,2,1,Action,1,Steam Achievements,Teen
199,2,1,Massively Multiplayer,0,no tag,Teen
199,4,1,Strategy,0,Multiplayer,Teen
199,2,7,Indie,7,Steam Achievements,Teen
199,15,2,Fighting,1,Multiplayer,Teen
199,2,1,Sports,1,Steam Achievements,Teen
199,1,1,Simulation,1,Multiplayer,Teen
199,4,1,Adventure,1,Steam Achievements,Teen
199,4,1,Action,1,steam-trading-cards,Teen
199,4,1,Casual,1,steam-trading-cards,Teen
199,3,3,Action,1,Steam Achievements,Teen
199,1,1,Casual,1,Steam Achievements,Teen
199,6,2,Action,1,Steam Achievements,Teen
199,6,1,Casual,1,Steam Achievements,Teen
199,4,1,Indie,1,Full controller support,Mature
199,1,3,Adventure,1,First-Person,Mature
199,1,1,Massively Multiplayer,1,Multiplayer,Mature
199,2,1,Simulation,2,Steam Achievements,Mature
199,4,3,Action,3,Steam Achievements,Mature
198,2,3,Indie,1,Steam Achievements,Mature
198,3,4,Adventure,4,Steam Achievements,Mature
198,2,2,Casual,1,Steam Achievements,Mature
198,1,1,Action,1,Multiplayer,Mature
198,0,5,Racing,1,Multiplayer,Mature
198,19,1,Massively Multiplayer,0,Multiplayer,Mature
198,2,1,Strategy,0,no tag,Mature
198,1,1,Indie,1,Steam Achievements,Mature
198,0,1,RPG,1,square,Mature
198,3,1,Casual,1,Steam Achievements,Mature
198,1,1,Action,1,Steam Achievements,Mature
198,5,1,Adventure,1,steam-trading-cards,Mature
198,4,3,Adventure,2,Steam Achievements,Mature
198,1,2,Sports,1,Multiplayer,Mature
198,1,2,Casual,1,Steam Achievements,Mature
198,4,1,Indie,1,steam-trading-cards,No age info
198,3,1,Indie,1,steam-trading-cards,No age info
198,3,3,Action,3,Steam Achievements,No age info
198,3,5,Adventure,3,Steam Achievements,No age info
198,3,8,Shooter,6,Steam Achievements,No age info
197,1,1,Simulation,2,Full controller support,No age info
197,1,1,Adventure,2,Story Rich,No age info
197,2,3,Simulation,3,Demons,No age info
197,1,1,Casual,1,Full controller support,No age info
197,0,1,RPG,1,role-playing,No age info
197,2,2,Adventure,2,Steam Achievements,No age info
197,1,1,no genre,0,no tag,No age info
197,0,1,Shooter,0,simple,No age info
197,3,3,Indie,1,Steam Achievements,No age info
197,1,3,Casual,2,Steam Achievements,No age info
197,1,1,Action,1,Multiplayer,No age info
197,1,3,Indie,1,Steam Achievements,No age info
197,1,3,Indie,2,Steam Achievements,No age info
197,1,1,Simulation,1,Driving,No age info
197,1,1,Simulation,1,Steam Cloud,No age info
197,4,4,Indie,2,Steam Achievements,No age info
197,4,1,Indie,1,Steam Achievements,No age info
197,0,3,no genre,3,Multiplayer,No age info
197,2,4,Arcade,2,Multiplayer,No age info
197,0,2,Action,2,Multiplayer,No age info
197,0,1,Action,1,exclusive,No age info
197,0,1,no genre,1,Zombies,No age info
197,4,3,Strategy,2,Steam Achievements,No age info
197,1,4,Indie,3,Steam Achievements,No age info
196,3,1,RPG,1,Full controller support,No age info
196,1,0,Shooter,1,Mod,No age info
196,1,4,Indie,3,Partial Controller Support,No age info
196,5,4,Action,4,Steam Achievements,No age info
196,30,2,Arcade,0,Multiplayer,No age info
196,0,2,Sports,1,Physics,No age info
196,1,1,Adventure,1,Great Soundtrack,No age info
196,4,3,Action,1,steam-trading-cards,No age info
196,3,3,Indie,1,Steam Achievements,No age info
196,4,1,Indie,1,steam-trading-cards,No age info
196,4,1,Indie,1,no tag,No age info
196,4,1,Casual,1,steam-trading-cards,Everyone
196,3,6,Casual,4,steam-trading-cards,Everyone
196,5,3,RPG,2,Steam Achievements,Everyone
196,3,1,Adventure,2,Steam Achievements,Everyone
196,4,1,Adventure,1,Steam Achievements,Everyone
196,3,4,Action,5,Steam Achievements,Everyone
196,1,2,RPG,2,Full controller support,Everyone
196,1,3,Arcade,3,online,Everyone
196,5,5,Action,3,Steam Achievements,Everyone
196,0,1,Sports,1,exclusive,Everyone
195,0,1,Simulation,0,3D,Everyone
195,1,3,Shooter,3,Multiplayer,Everyone
195,0,1,RPG,0,no tag,Everyone
195,3,3,Shooter,1,Multiplayer,Everyone
195,1,1,Strategy,1,Naval,Everyone
195,1,2,RPG,1,Great Soundtrack,Everyone
195,1,3,Adventure,1,Atmospheric,Everyone
195,1,3,Massively Multiplayer,1,Steam Achievements,Everyone
195,1,1,Strategy,1,Management,Everyone
195,4,1,Indie,1,Steam Achievements,Everyone
195,3,4,Indie,2,Steam Achievements,Everyone
195,3,5,RPG,5,Steam Achievements,Everyone
195,3,1,Strategy,1,Steam Achievements,Everyone
195,1,3,Puzzle,3,Steam Achievements,Everyone
195,4,3,Indie,3,Steam Achievements,Everyone
195,4,5,Puzzle,3,Steam Achievements,Everyone
195,4,5,Racing,3,Steam Achievements,Everyone
194,0,3,Adventure,2,Stealth,Everyone
194,2,3,Indie,3,Steam Achievements,Everyone
194,3,4,Adventure,4,Steam Achievements,Everyone
194,4,3,Racing,3,Multiplayer,Everyone
194,3,1,Puzzle,1,Steam Achievements,Everyone
194,3,1,RPG,1,Multiplayer,Everyone
194,1,3,Casual,1,Steam Achievements,Everyone
194,1,1,Puzzle,0,no tag,Everyone
194,26,1,no genre,1,Multiplayer,Everyone
194,15,4,Shooter,2,combat,Everyone
194,1,2,Casual,1,Split Screen,Everyone
194,4,7,Adventure,6,Steam Achievements,Everyone
194,1,1,Simulation,1,Building,Everyone
194,1,3,Casual,1,Point & Click,No age info
194,5,6,Puzzle,5,Steam Achievements,No age info
194,4,4,Action,4,steam-trading-cards,No age info
194,1,4,Casual,3,Steam Achievements,No age info
194,1,3,Action,1,Full controller support,No age info
194,1,1,Massively Multiplayer,1,Steam Achievements,No age info
193,1,3,Indie,2,Full controller support,No age info
193,1,1,RPG,1,Steam Achievements,No age info
193,5,1,RPG,2,Steam Achievements,No age info
193,2,3,Indie,2,Full controller support,No age info
193,3,1,Indie,1,Steam Achievements,No age info
193,0,4,Racing,0,Multiplayer,No age info
193,1,3,Indie,1,Steam Achievements,No age info
193,2,6,Action,4,Multiplayer,No age info
193,35,2,Racing,0,Multiplayer,No age info
193,0,2,Action,1,friends,No age info
193,0,1,Family,1,Multiplayer,No age info
193,1,1,Casual,1,Multiplayer,No age info
193,1,2,Adventure,1,2D,No age info
193,1,1,Strategy,1,no tag,No age info
193,1,1,Action,1,FPS,Everyone 10+
193,1,1,no genre,1,Animation & Modeling,Everyone 10+
193,1,3,Action,2,FPS,Everyone 10+
193,1,2,Adventure,2,Steam Achievements,Everyone 10+
193,3,2,Indie,1,Steam Achievements,Everyone 10+
193,1,1,Indie,1,Steam Achievements,Everyone 10+
193,2,4,Indie,3,Steam Achievements,Everyone 10+
193,4,1,Adventure,1,steam-trading-cards,Everyone 10+
193,4,2,Casual,1,steam-trading-cards,Everyone 10+
193,4,1,Casual,1,steam-trading-cards,Everyone 10+
193,1,3,Casual,2,Steam Achievements,Everyone 10+
193,0,1,RPG,1,Multiplayer,Everyone 10+
193,0,1,Platformer,1,Story,Everyone 10+
193,1,3,Indie,3,Steam Achievements,Everyone 10+
192,1,3,Shooter,3,Full controller support,Everyone 10+
192,3,5,RPG,4,Full controller support,Everyone 10+
192,3,1,Arcade,0,no tag,Everyone 10+
192,0,3,Shooter,0,no tag,Everyone 10+
192,0,1,Strategy,0,Fantasy,Everyone 10+
192,10,2,Fighting,3,Multiplayer,Everyone 10+
192,38,1,Casual,1,console,Mature
192,1,1,Strategy,1,no tag,Mature
192,1,1,Strategy,1,Naval,Mature
192,1,1,Strategy,1,Naval,Mature
192,1,1,Casual,1,Steam Achievements,Mature
192,1,4,Strategy,3,Match 3,Mature
192,5,1,Adventure,1,Steam Achievements,Mature
192,3,1,Indie,1,Steam Achievements,Mature
192,2,1,Action,1,Steam Achievements,Mature
192,2,3,no genre,1,Steam Achievements,Mature
192,4,3,Adventure,3,Steam Achievements,Mature
192,1,2,Adventure,1,2D,Mature
192,3,3,Indie,1,Steam Achievements,Mature
192,1,3,Action,3,Steam Achievements,Mature
192,3,5,Indie,3,Steam Achievements,Mature
192,2,2,Action,3,steam-trading-cards,Mature
192,1,1,Simulation,1,Steam Achievements,Mature
192,1,1,Action,1,Steam Achievements,Mature
192,0,1,Strategy,0,Story,Mature
191,4,3,Indie,4,Steam Achievements,Mature
191,0,1,Fighting,0,Dark,Everyone
191,0,2,Massively Multiplayer,0,War,Everyone
191,0,2,Platformer,2,no tag,Everyone
191,0,1,Adventure,0,Multiplayer,Everyone
191,0,1,Platformer,0,no tag,Everyone
191,0,1,Platformer,0,cooperative,Everyone
191,3,1,Adventure,1,Steam Achievements,Everyone
191,0,6,Adventure,0,no tag,Everyone
191,0,1,RPG,0,no tag,Everyone
191,0,1,Card,1,fight,Everyone
191,0,1,RPG,1,role-playing,Everyone
191,3,1,Indie,1,Steam Achievements,Everyone
191,2,2,Adventure,1,Atmospheric,Everyone
191,2,3,Casual,1,Steam Achievements,Everyone
191,3,1,Action,1,Steam Achievements,Everyone
191,1,1,Strategy,1,Multiplayer,Everyone
191,4,2,RPG,3,Steam Achievements,Everyone
191,4,1,Adventure,1,Steam Achievements,Everyone
191,4,1,Casual,1,steam-trading-cards,Everyone
191,3,4,RPG,2,Steam Achievements,Everyone
191,3,1,Casual,1,Steam Achievements,Teen
191,5,3,Sports,3,Steam Achievements,Teen
191,1,2,Indie,1,Steam Achievements,Teen
191,1,3,Strategy,3,Multiplayer,Teen
191,1,3,Adventure,3,Steam Achievements,Teen
191,0,3,Action,3,Multiplayer,Teen
191,5,3,Indie,2,Steam Achievements,Teen
190,2,1,Action,1,Steam Achievements,Teen
190,1,1,Adventure,2,Multiplayer,Teen
190,5,4,Indie,2,Steam Achievements,Teen
190,0,3,Sports,0,Multiplayer,Teen
190,5,2,Action,1,exclusive,Teen
190,1,6,Adventure,5,Story,Teen
190,9,4,Action,4,Steam Achievements,Teen
190,3,6,Family,6,Steam Achievements,Teen
190,3,1,Casual,1,Point & Click,Teen
190,1,1,Adventure,1,Multiplayer,Teen
190,4,4,Casual,3,steam-trading-cards,Teen
190,4,3,Action,3,steam-trading-cards,Teen
190,4,3,Action,2,Steam Achievements,Teen
190,4,4,Family,3,Steam Achievements,Teen
190,4,1,Simulation,0,Steam Achievements,Teen
190,3,7,Indie,4,Steam Achievements,Teen
190,4,5,RPG,4,Steam Achievements,Teen
190,0,1,Action,1,exclusive,Teen
190,2,3,Shooter,3,Steam Achievements,Teen
190,1,3,Strategy,4,Steam Achievements,Teen
189,4,3,Indie,4,Steam Achievements,Teen
189,1,7,Arcade,3,Steam Achievements,Teen
189,1,1,Strategy,1,Multiplayer,Teen
189,1,4,Shooter,1,Single player only,Teen
189,15,3,Arcade,1,Third-Person Shooter,Teen
189,0,2,Arcade,2,Multiplayer,Teen
189,2,1,Indie,1,Full controller support,Teen
189,2,1,Action,1,Steam Achievements,Teen
189,5,2,Casual,2,Steam Achievements,Teen
189,2,2,Simulation,2,Steam Achievements,Teen
189,1,1,Casual,1,Free to Play,Teen
189,3,4,Casual,4,Steam Achievements,Teen
189,4,1,Adventure,1,Steam Cloud,Teen
189,1,3,Casual,3,no tag,No age info
188,0,1,Fighting,1,no tag,No age info
188,4,3,Racing,3,Steam Achievements,No age info
188,1,3,Action,2,Steam Achievements,No age info
188,4,1,Indie,2,Steam Achievements,No age info
188,1,1,Action,1,Full controller support,No age info
188,0,2,RPG,1,RPG,No age info
188,1,4,Action,1,no tag,No age info
188,0,4,Arcade,3,fun,No age info
188,5,3,Casual,1,Steam Achievements,No age info
188,4,3,Indie,1,Steam Achievements,No age info
188,5,3,Indie,1,Steam Achievements,No age info
188,1,2,Sports,3,Steam Achievements,No age info
188,3,1,RPG,2,Atmospheric,No age info
188,3,1,Indie,1,Steam Achievements,No age info
188,2,3,Simulation,1,Steam Achievements,No age info
188,3,2,Indie,1,steam-trading-cards,No age info
188,1,1,Indie,1,Full controller support,No age info
188,4,2,Massively Multiplayer,2,Multiplayer,No age info
188,5,4,Action,2,Multiplayer,No age info
188,0,1,no genre,1,puzzles,No age info
188,1,4,Shooter,4,Steam Achievements,No age info
188,12,3,Action,3,Steam Achievements,No age info
188,3,6,Indie,4,Steam Achievements,No age info
188,3,3,Action,4,Steam Achievements,No age info
188,0,2,Adventure,1,Multiplayer,No age info
187,4,4,Arcade,3,Steam Achievements,No age info
187,2,2,Indie,3,Steam Achievements,No age info
187,1,1,Strategy,1,Multiplayer,No age info
187,1,3,Adventure,3,Sci-fi,No age info
187,2,4,Action,2,Full controller support,No age info
187,0,4,Sports,3,Multiplayer,No age info
187,3,6,Adventure,5,2D,No age info
187,4,3,Adventure,2,Steam Achievements,No age info
187,2,1,Indie,1,Steam Achievements,No age info
187,12,1,Platformer,0,exclusive,No age info
187,0,1,Action,0,Multiplayer,No age info
187,1,2,Indie,2,Multiplayer,No age info
187,0,4,Sports,0,Multiplayer,No age info
187,2,2,Fighting,1,online,No age info
187,3,4,Arcade,1,Rhythm,No age info
187,2,2,no genre,2,Import,No age info
187,3,2,Puzzle,2,Match 3,No age info
187,1,1,Adventure,1,Point & Click,No age info
187,1,1,Action,1,Multiplayer,No age info
187,3,3,Action,1,Steam Achievements,No age info
187,1,1,RPG,1,Steam Cloud,No age info
187,1,3,Adventure,1,2D,No age info
187,3,1,Indie,1,Steam Achievements,No age info
187,4,7,Adventure,6,Steam Achievements,No age info
187,2,1,Casual,1,Female Protagonist,No age info
187,5,1,Racing,1,Steam Achievements,No age info
187,1,1,no genre,1,VR,No age info
187,3,2,RPG,1,Steam Achievements,No age info
187,2,2,Strategy,2,Steam Achievements,No age info
187,3,3,Adventure,2,Steam Achievements,No age info
187,1,2,Indie,1,Steam Achievements,No age info
187,3,1,Indie,1,FPS,No age info
187,2,2,Indie,2,Steam Achievements,No age info
187,1,1,Adventure,1,Steam Achievements,No age info
187,3,5,Action,3,Steam Achievements,No age info
187,3,3,Simulation,4,Steam Achievements,No age info
187,0,1,Adventure,1,Local Co-Op,No age info
187,3,4,Indie,3,Steam Achievements,No age info
186,3,2,Indie,1,Steam Achievements,No age info
186,0,5,Adventure,1,episode,No age info
186,2,5,Simulation,5,Steam Achievements,No age info
186,2,4,Fighting,4,Steam Achievements,No age info
186,3,2,RPG,2,Steam Achievements,No age info
186,2,1,RPG,1,Steam Achievements,No age info
186,6,1,RPG,0,no tag,No age info
186,0,1,Platformer,1,Multiplayer,No age info
186,1,2,Massively Multiplayer,1,Multiplayer,No age info
186,1,1,Action,1,Tower Defense,No age info
186,2,1,Indie,1,FPS,No age info
186,4,3,RPG,1,Steam Achievements,No age info
186,2,1,Indie,1,Steam Achievements,No age info
186,1,3,RPG,1,RPG,No age info
186,3,3,Indie,1,Steam Achievements,No age info
186,1,3,Indie,1,steam-trading-cards,No age info
186,4,3,Action,2,Multiplayer,No age info
186,3,1,Action,1,steam-trading-cards,No age info
186,2,4,Indie,2,Steam Achievements,No age info
186,1,1,Adventure,1,2D,No age info
186,4,1,Adventure,1,Point & Click,No age info
186,5,1,Casual,1,Steam Achievements,No age info
186,3,2,Strategy,2,Steam Achievements,No age info
186,4,1,Casual,1,Steam Achievements,No age info
186,1,1,Simulation,1,Multiplayer,No age info
186,1,1,Action,1,Multiplayer,No age info
186,1,1,Indie,1,Atmospheric,No age info
186,3,2,Indie,2,Steam Achievements,No age info
186,4,3,Simulation,1,Steam Achievements,No age info
186,45,4,Simulation,3,Dogs,No age info
186,0,2,Arcade,2,Space,No age info
186,34,2,Puzzle,2,puzzles,No age info
186,0,4,Puzzle,2,puzzles,No age info
185,0,4,Action,3,no tag,No age info
185,2,4,Adventure,1,Steam Cloud,No age info
185,1,1,Casual,1,Steam Achievements,No age info
185,0,3,Fighting,1,battle,Everyone
185,1,2,RPG,2,Steam Achievements,Everyone
185,4,2,Action,2,Steam Achievements,Everyone
185,2,4,Action,4,Steam Achievements,Everyone
185,1,3,Casual,1,Steam Achievements,Everyone
185,34,2,Sports,1,Physics,Everyone
185,14,3,Action,3,Crime,Everyone
185,0,1,Strategy,1,role-playing,Everyone
185,1,4,Arcade,2,Family Friendly,Everyone
185,3,1,Adventure,1,Female Protagonist,Everyone
185,1,3,Strategy,3,Pirates,Everyone
185,2,3,Racing,1,Steam Achievements,Everyone
185,2,2,Casual,2,Multiplayer,Everyone
185,1,1,Massively Multiplayer,1,Multiplayer,Everyone
185,4,3,Indie,1,Steam Achievements,Everyone
185,3,3,Casual,1,Steam Achievements,Everyone
185,4,3,Strategy,1,Steam Achievements,Everyone
185,0,3,Arcade,3,Music,Everyone
185,0,1,Shooter,1,Horror,Everyone
185,5,2,Action,2,Steam Achievements,Everyone
185,17,5,Casual,5,Steam Achievements,Mature
184,2,2,Simulation,1,Steam Achievements,Mature
184,4,4,Casual,3,Steam Achievements,Mature
184,0,2,Arcade,0,Anime,Mature
184,1,6,Indie,5,Steam Achievements,Mature
184,1,4,Adventure,3,Steam Achievements,Mature
184,1,1,Simulation,1,Funny,Mature
184,2,3,Action,1,no tag,Mature
184,1,5,Card,3,Steam Cloud,Mature
184,1,1,Indie,1,RPG,Mature
184,6,8,Indie,6,Steam Achievements,Mature
184,4,2,Action,1,Steam Achievements,Mature
184,4,2,Casual,1,steam-trading-cards,Mature
184,6,2,Adventure,1,Steam Achievements,Mature
184,3,1,Arcade,1,Steam Achievements,Mature
184,2,2,Action,1,Steam Achievements,Mature
184,1,1,Indie,2,Multiplayer,Mature
184,5,1,Action,1,steam-trading-cards,Mature
184,5,6,Action,4,Steam Achievements,Mature
183,0,2,no genre,1,2D,Mature
183,4,3,RPG,2,no tag,No age info
183,1,1,Action,1,Steam Achievements,No age info
183,0,1,RPG,0,zelda,No age info
183,1,1,no genre,1,Space,No age info
183,3,1,Adventure,2,Steam Achievements,No age info
183,2,4,Indie,4,Steam Achievements,No age info
183,1,6,Indie,4,Steam Achievements,No age info
183,1,3,Adventure,2,Steam Achievements,No age info
183,30,3,Sports,1,online,No age info
183,1,1,Indie,1,Story Rich,No age info
183,1,1,Adventure,1,Full controller support,No age info
183,4,1,Action,1,steam-trading-cards,No age info
183,3,3,Strategy,1,Steam Achievements,No age info
183,4,2,Strategy,2,Steam Achievements,No age info
183,4,2,Indie,1,Steam Achievements,No age info
183,5,3,Casual,1,Steam Achievements,No age info
